Customer [customerId=1, firstName=MARY, lastName=SMITH, phoneNumber=28303384290, active=1, createDate=2006-02-14]
Customer [customerId=242, firstName=GLENDA, lastName=FRAZIER, phoneNumber=890283544295, active=1, createDate=2006-02-14]
Customer [customerId=243, firstName=LYDIA, lastName=BURKE, phoneNumber=686015532180, active=1, createDate=2006-02-14]
Customer [customerId=244, firstName=VIOLA, lastName=HANSON, phoneNumber=569868543137, active=1, createDate=2006-02-14]
Customer [customerId=245, firstName=COURTNEY, lastName=DAY, phoneNumber=890289150158, active=1, createDate=2006-02-14]
Customer [customerId=246, firstName=MARIAN, lastName=MENDOZA, phoneNumber=741070712873, active=1, createDate=2006-02-14]
Customer [customerId=247, firstName=STELLA, lastName=MORENO, phoneNumber=266798132374, active=1, createDate=2006-02-14]
Customer [customerId=248, firstName=CAROLINE, lastName=BOWMAN, phoneNumber=435785045362, active=1, createDate=2006-02-14]
Customer [customerId=249, firstName=DORA, lastName=MEDINA, phoneNumber=56257502250, active=1, createDate=2006-02-14]
Customer [customerId=250, firstName=JO, lastName=FOWLER, phoneNumber=716256596301, active=1, createDate=2006-02-14]
Customer [customerId=251, firstName=VICKIE, lastName=BREWER, phoneNumber=567359279425, active=1, createDate=2006-02-14]
Customer [customerId=252, firstName=MATTIE, lastName=HOFFMAN, phoneNumber=246810237916, active=1, createDate=2006-02-14]
Customer [customerId=253, firstName=TERRY, lastName=CARLSON, phoneNumber=134673576619, active=1, createDate=2006-02-14]
Customer [customerId=254, firstName=MAXINE, lastName=SILVA, phoneNumber=840522972766, active=1, createDate=2006-02-14]
Customer [customerId=255, firstName=IRMA, lastName=PEARSON, phoneNumber=987442542471, active=1, createDate=2006-02-14]
Customer [customerId=256, firstName=MABEL, lastName=HOLLAND, phoneNumber=884536620568, active=1, createDate=2006-02-14]
Customer [customerId=257, firstName=MARSHA, lastName=DOUGLAS, phoneNumber=245477603573, active=1, createDate=2006-02-14]
Customer [customerId=258, firstName=MYRTLE, lastName=FLEMING, phoneNumber=46871694740, active=1, createDate=2006-02-14]
Customer [customerId=259, firstName=LENA, lastName=JENSEN, phoneNumber=538241037443, active=1, createDate=2006-02-14]
Customer [customerId=260, firstName=CHRISTY, lastName=VARGAS, phoneNumber=276555730211, active=1, createDate=2006-02-14]
Customer [customerId=261, firstName=DEANNA, lastName=BYRD, phoneNumber=265153400632, active=1, createDate=2006-02-14]
Customer [customerId=262, firstName=PATSY, lastName=DAVIDSON, phoneNumber=282874611748, active=1, createDate=2006-02-14]
Customer [customerId=263, firstName=HILDA, lastName=HOPKINS, phoneNumber=322888976727, active=1, createDate=2006-02-14]
Customer [customerId=264, firstName=GWENDOLYN, lastName=MAY, phoneNumber=303967439816, active=1, createDate=2006-02-14]
Customer [customerId=265, firstName=JENNIE, lastName=TERRY, phoneNumber=475553436330, active=1, createDate=2006-02-14]
Customer [customerId=266, firstName=NORA, lastName=HERRERA, phoneNumber=621625204422, active=1, createDate=2006-02-14]
Customer [customerId=267, firstName=MARGIE, lastName=WADE, phoneNumber=192459639410, active=1, createDate=2006-02-14]
Customer [customerId=268, firstName=NINA, lastName=SOTO, phoneNumber=357445645426, active=1, createDate=2006-02-14]
Customer [customerId=269, firstName=CASSANDRA, lastName=WALTERS, phoneNumber=685010736240, active=1, createDate=2006-02-14]
Customer [customerId=270, firstName=LEAH, lastName=CURTIS, phoneNumber=701767622697, active=1, createDate=2006-02-14]
Customer [customerId=271, firstName=PENNY, lastName=NEAL, phoneNumber=271149517630, active=0, createDate=2006-02-14]
Customer [customerId=272, firstName=KAY, lastName=CALDWELL, phoneNumber=170739645687, active=1, createDate=2006-02-14]
Customer [customerId=273, firstName=PRISCILLA, lastName=LOWE, phoneNumber=45387294817, active=1, createDate=2006-02-14]
Customer [customerId=274, firstName=NAOMI, lastName=JENNINGS, phoneNumber=959949395183, active=1, createDate=2006-02-14]
Customer [customerId=275, firstName=CAROLE, lastName=BARNETT, phoneNumber=874337098891, active=1, createDate=2006-02-14]
Customer [customerId=276, firstName=BRANDY, lastName=GRAVES, phoneNumber=75975221996, active=1, createDate=2006-02-14]
Customer [customerId=277, firstName=OLGA, lastName=JIMENEZ, phoneNumber=363982224739, active=1, createDate=2006-02-14]
Customer [customerId=278, firstName=BILLIE, lastName=HORTON, phoneNumber=880756161823, active=1, createDate=2006-02-14]
Customer [customerId=279, firstName=DIANNE, lastName=SHELTON, phoneNumber=117592274996, active=1, createDate=2006-02-14]
Customer [customerId=280, firstName=TRACEY, lastName=BARRETT, phoneNumber=85059738746, active=1, createDate=2006-02-14]
Customer [customerId=281, firstName=LEONA, lastName=OBRIEN, phoneNumber=583021225407, active=1, createDate=2006-02-14]
Customer [customerId=282, firstName=JENNY, lastName=CASTRO, phoneNumber=62781725285, active=1, createDate=2006-02-14]
Customer [customerId=283, firstName=FELICIA, lastName=SUTTON, phoneNumber=790651020929, active=1, createDate=2006-02-14]
Customer [customerId=284, firstName=SONIA, lastName=GREGORY, phoneNumber=195003555232, active=1, createDate=2006-02-14]
Customer [customerId=285, firstName=MIRIAM, lastName=MCKINNEY, phoneNumber=341242939532, active=1, createDate=2006-02-14]
Customer [customerId=286, firstName=VELMA, lastName=LUCAS, phoneNumber=558236142492, active=1, createDate=2006-02-14]
Customer [customerId=287, firstName=BECKY, lastName=MILES, phoneNumber=648482415405, active=1, createDate=2006-02-14]
Customer [customerId=288, firstName=BOBBIE, lastName=CRAIG, phoneNumber=957128697225, active=1, createDate=2006-02-14]
Customer [customerId=289, firstName=VIOLET, lastName=RODRIQUEZ, phoneNumber=172262454487, active=1, createDate=2006-02-14]
Customer [customerId=290, firstName=KRISTINA, lastName=CHAMBERS, phoneNumber=892523334, active=1, createDate=2006-02-14]
Customer [customerId=291, firstName=TONI, lastName=HOLT, phoneNumber=976798660411, active=1, createDate=2006-02-14]
Customer [customerId=292, firstName=MISTY, lastName=LAMBERT, phoneNumber=350970907017, active=1, createDate=2006-02-14]
Customer [customerId=293, firstName=MAE, lastName=FLETCHER, phoneNumber=96604821070, active=1, createDate=2006-02-14]
Customer [customerId=294, firstName=SHELLY, lastName=WATTS, phoneNumber=967274728547, active=1, createDate=2006-02-14]
Customer [customerId=295, firstName=DAISY, lastName=BATES, phoneNumber=816436065431, active=1, createDate=2006-02-14]
Customer [customerId=296, firstName=RAMONA, lastName=HALE, phoneNumber=429925609431, active=1, createDate=2006-02-14]
Customer [customerId=297, firstName=SHERRI, lastName=RHODES, phoneNumber=510737228015, active=1, createDate=2006-02-14]
Customer [customerId=298, firstName=ERIKA, lastName=PENA, phoneNumber=161643343536, active=1, createDate=2006-02-14]
Customer [customerId=299, firstName=JAMES, lastName=GANNON, phoneNumber=710603868323, active=1, createDate=2006-02-14]
Customer [customerId=300, firstName=JOHN, lastName=FARNSWORTH, phoneNumber=51917807050, active=1, createDate=2006-02-14]
Customer [customerId=301, firstName=ROBERT, lastName=BAUGHMAN, phoneNumber=96110042435, active=1, createDate=2006-02-14]
Customer [customerId=302, firstName=MICHAEL, lastName=SILVERMAN, phoneNumber=108053751300, active=1, createDate=2006-02-14]
Customer [customerId=303, firstName=WILLIAM, lastName=SATTERFIELD, phoneNumber=407218522294, active=1, createDate=2006-02-14]
Customer [customerId=304, firstName=DAVID, lastName=ROYAL, phoneNumber=504434452842, active=1, createDate=2006-02-14]
Customer [customerId=305, firstName=RICHARD, lastName=MCCRARY, phoneNumber=262088367001, active=1, createDate=2006-02-14]
Customer [customerId=306, firstName=CHARLES, lastName=KOWALSKI, phoneNumber=181179321332, active=1, createDate=2006-02-14]
Customer [customerId=307, firstName=JOSEPH, lastName=JOY, phoneNumber=573441801529, active=1, createDate=2006-02-14]
Customer [customerId=308, firstName=THOMAS, lastName=GRIGSBY, phoneNumber=983259819766, active=1, createDate=2006-02-14]
Customer [customerId=309, firstName=CHRISTOPHER, lastName=GRECO, phoneNumber=806016930576, active=1, createDate=2006-02-14]
Customer [customerId=310, firstName=DANIEL, lastName=CABRAL, phoneNumber=103602195112, active=1, createDate=2006-02-14]
Customer [customerId=311, firstName=PAUL, lastName=TROUT, phoneNumber=688485191923, active=1, createDate=2006-02-14]
Customer [customerId=312, firstName=MARK, lastName=RINEHART, phoneNumber=824396883951, active=1, createDate=2006-02-14]
Customer [customerId=313, firstName=DONALD, lastName=MAHON, phoneNumber=613124286867, active=1, createDate=2006-02-14]
Customer [customerId=314, firstName=GEORGE, lastName=LINTON, phoneNumber=704948322302, active=1, createDate=2006-02-14]
Customer [customerId=315, firstName=KENNETH, lastName=GOODEN, phoneNumber=508800331065, active=0, createDate=2006-02-14]
Customer [customerId=316, firstName=STEVEN, lastName=CURLEY, phoneNumber=139378397418, active=1, createDate=2006-02-14]
Customer [customerId=317, firstName=EDWARD, lastName=BAUGH, phoneNumber=46568045367, active=1, createDate=2006-02-14]
Customer [customerId=318, firstName=BRIAN, lastName=WYMAN, phoneNumber=556100547674, active=1, createDate=2006-02-14]
Customer [customerId=319, firstName=RONALD, lastName=WEINER, phoneNumber=674805712553, active=1, createDate=2006-02-14]
Customer [customerId=320, firstName=ANTHONY, lastName=SCHWAB, phoneNumber=478229987054, active=1, createDate=2006-02-14]
Customer [customerId=321, firstName=KEVIN, lastName=SCHULER, phoneNumber=908029859266, active=1, createDate=2006-02-14]
Customer [customerId=322, firstName=JASON, lastName=MORRISSEY, phoneNumber=972574862516, active=1, createDate=2006-02-14]
Customer [customerId=323, firstName=MATTHEW, lastName=MAHAN, phoneNumber=869051782691, active=1, createDate=2006-02-14]
Customer [customerId=324, firstName=GARY, lastName=COY, phoneNumber=168884817145, active=1, createDate=2006-02-14]
Customer [customerId=325, firstName=TIMOTHY, lastName=BUNN, phoneNumber=829116184079, active=1, createDate=2006-02-14]
Customer [customerId=326, firstName=JOSE, lastName=ANDREW, phoneNumber=961370847344, active=1, createDate=2006-02-14]
Customer [customerId=327, firstName=LARRY, lastName=THRASHER, phoneNumber=834418779292, active=1, createDate=2006-02-14]
Customer [customerId=328, firstName=JEFFREY, lastName=SPEAR, phoneNumber=38158430589, active=1, createDate=2006-02-14]
Customer [customerId=329, firstName=FRANK, lastName=WAGGONER, phoneNumber=965273813662, active=1, createDate=2006-02-14]
Customer [customerId=330, firstName=SCOTT, lastName=SHELLEY, phoneNumber=165450987037, active=1, createDate=2006-02-14]
Customer [customerId=331, firstName=ERIC, lastName=ROBERT, phoneNumber=105470691550, active=1, createDate=2006-02-14]
Customer [customerId=332, firstName=STEPHEN, lastName=QUALLS, phoneNumber=38988715447, active=1, createDate=2006-02-14]
Customer [customerId=333, firstName=ANDREW, lastName=PURDY, phoneNumber=119501405123, active=1, createDate=2006-02-14]
Customer [customerId=334, firstName=RAYMOND, lastName=MCWHORTER, phoneNumber=834626715837, active=1, createDate=2006-02-14]
Customer [customerId=335, firstName=GREGORY, lastName=MAULDIN, phoneNumber=80303246192, active=1, createDate=2006-02-14]
Customer [customerId=336, firstName=JOSHUA, lastName=MARK, phoneNumber=869507847714, active=1, createDate=2006-02-14]
Customer [customerId=337, firstName=JERRY, lastName=JORDON, phoneNumber=647899404952, active=1, createDate=2006-02-14]
Customer [customerId=338, firstName=DENNIS, lastName=GILMAN, phoneNumber=231383037471, active=1, createDate=2006-02-14]
Customer [customerId=339, firstName=WALTER, lastName=PERRYMAN, phoneNumber=624138001031, active=1, createDate=2006-02-14]
Customer [customerId=340, firstName=PATRICK, lastName=NEWSOM, phoneNumber=870635127812, active=1, createDate=2006-02-14]
Customer [customerId=341, firstName=PETER, lastName=MENARD, phoneNumber=718917251754, active=1, createDate=2006-02-14]
Customer [customerId=342, firstName=HAROLD, lastName=MARTINO, phoneNumber=697656479977, active=1, createDate=2006-02-14]
Customer [customerId=343, firstName=DOUGLAS, lastName=GRAF, phoneNumber=895616862749, active=1, createDate=2006-02-14]
Customer [customerId=344, firstName=HENRY, lastName=BILLINGSLEY, phoneNumber=64536069371, active=1, createDate=2006-02-14]
Customer [customerId=345, firstName=CARL, lastName=ARTIS, phoneNumber=20064292617, active=1, createDate=2006-02-14]
Customer [customerId=346, firstName=ARTHUR, lastName=SIMPKINS, phoneNumber=262744791493, active=1, createDate=2006-02-14]
Customer [customerId=347, firstName=RYAN, lastName=SALISBURY, phoneNumber=627924259271, active=1, createDate=2006-02-14]
Customer [customerId=348, firstName=ROGER, lastName=QUINTANILLA, phoneNumber=55477302294, active=1, createDate=2006-02-14]
Customer [customerId=349, firstName=JOE, lastName=GILLILAND, phoneNumber=53912826864, active=1, createDate=2006-02-14]
Customer [customerId=350, firstName=JUAN, lastName=FRALEY, phoneNumber=689199636560, active=1, createDate=2006-02-14]
Customer [customerId=351, firstName=JACK, lastName=FOUST, phoneNumber=840957664136, active=1, createDate=2006-02-14]
Customer [customerId=352, firstName=ALBERT, lastName=CROUSE, phoneNumber=256546485220, active=1, createDate=2006-02-14]
Customer [customerId=353, firstName=JONATHAN, lastName=SCARBOROUGH, phoneNumber=754358349853, active=1, createDate=2006-02-14]
Customer [customerId=354, firstName=JUSTIN, lastName=NGO, phoneNumber=764680915323, active=1, createDate=2006-02-14]
Customer [customerId=355, firstName=TERRY, lastName=GRISSOM, phoneNumber=142596392389, active=1, createDate=2006-02-14]
Customer [customerId=356, firstName=GERALD, lastName=FULTZ, phoneNumber=650496654258, active=1, createDate=2006-02-14]
Customer [customerId=357, firstName=KEITH, lastName=RICO, phoneNumber=738968474939, active=1, createDate=2006-02-14]
Customer [customerId=358, firstName=SAMUEL, lastName=MARLOW, phoneNumber=620719383725, active=1, createDate=2006-02-14]
Customer [customerId=359, firstName=WILLIE, lastName=MARKHAM, phoneNumber=296394569728, active=1, createDate=2006-02-14]
Customer [customerId=360, firstName=RALPH, lastName=MADRIGAL, phoneNumber=102396298916, active=1, createDate=2006-02-14]
Customer [customerId=361, firstName=LAWRENCE, lastName=LAWTON, phoneNumber=845378657301, active=1, createDate=2006-02-14]
Customer [customerId=362, firstName=NICHOLAS, lastName=BARFIELD, phoneNumber=675120358494, active=1, createDate=2006-02-14]
Customer [customerId=363, firstName=ROY, lastName=WHITING, phoneNumber=568367775448, active=1, createDate=2006-02-14]
Customer [customerId=364, firstName=BENJAMIN, lastName=VARNEY, phoneNumber=151249681135, active=1, createDate=2006-02-14]
Customer [customerId=365, firstName=BRUCE, lastName=SCHWARZ, phoneNumber=634445428822, active=1, createDate=2006-02-14]
Customer [customerId=366, firstName=BRANDON, lastName=HUEY, phoneNumber=99883471275, active=1, createDate=2006-02-14]
Customer [customerId=367, firstName=ADAM, lastName=GOOCH, phoneNumber=166898395731, active=1, createDate=2006-02-14]
Customer [customerId=368, firstName=HARRY, lastName=ARCE, phoneNumber=320471479776, active=0, createDate=2006-02-14]
Customer [customerId=369, firstName=FRED, lastName=WHEAT, phoneNumber=561729882725, active=1, createDate=2006-02-14]
Customer [customerId=370, firstName=WAYNE, lastName=TRUONG, phoneNumber=960505250340, active=1, createDate=2006-02-14]
Customer [customerId=371, firstName=BILLY, lastName=POULIN, phoneNumber=333390595558, active=1, createDate=2006-02-14]
Customer [customerId=372, firstName=STEVE, lastName=MACKENZIE, phoneNumber=440365973660, active=1, createDate=2006-02-14]
Customer [customerId=373, firstName=LOUIS, lastName=LEONE, phoneNumber=45554316010, active=1, createDate=2006-02-14]
Customer [customerId=374, firstName=JEREMY, lastName=HURTADO, phoneNumber=600264533987, active=1, createDate=2006-02-14]
Customer [customerId=375, firstName=AARON, lastName=SELBY, phoneNumber=409315295763, active=1, createDate=2006-02-14]
Customer [customerId=376, firstName=RANDY, lastName=GAITHER, phoneNumber=96846695220, active=1, createDate=2006-02-14]
Customer [customerId=377, firstName=HOWARD, lastName=FORTNER, phoneNumber=342720754566, active=1, createDate=2006-02-14]
Customer [customerId=378, firstName=EUGENE, lastName=CULPEPPER, phoneNumber=71857599858, active=1, createDate=2006-02-14]
Customer [customerId=379, firstName=CARLOS, lastName=COUGHLIN, phoneNumber=924815207181, active=1, createDate=2006-02-14]
Customer [customerId=380, firstName=RUSSELL, lastName=BRINSON, phoneNumber=821476736117, active=1, createDate=2006-02-14]
Customer [customerId=381, firstName=BOBBY, lastName=BOUDREAU, phoneNumber=934352415130, active=1, createDate=2006-02-14]
Customer [customerId=382, firstName=VICTOR, lastName=BARKLEY, phoneNumber=486395999608, active=1, createDate=2006-02-14]
Customer [customerId=383, firstName=MARTIN, lastName=BALES, phoneNumber=106439158941, active=1, createDate=2006-02-14]
Customer [customerId=384, firstName=ERNEST, lastName=STEPP, phoneNumber=550306965159, active=1, createDate=2006-02-14]
Customer [customerId=385, firstName=PHILLIP, lastName=HOLM, phoneNumber=776031833752, active=1, createDate=2006-02-14]
Customer [customerId=386, firstName=TODD, lastName=TAN, phoneNumber=619966287415, active=1, createDate=2006-02-14]
Customer [customerId=387, firstName=JESSE, lastName=SCHILLING, phoneNumber=900235712074, active=1, createDate=2006-02-14]
Customer [customerId=388, firstName=CRAIG, lastName=MORRELL, phoneNumber=426255288071, active=1, createDate=2006-02-14]
Customer [customerId=389, firstName=ALAN, lastName=KAHN, phoneNumber=464511145118, active=1, createDate=2006-02-14]
Customer [customerId=390, firstName=SHAWN, lastName=HEATON, phoneNumber=175283210378, active=1, createDate=2006-02-14]
Customer [customerId=391, firstName=CLARENCE, lastName=GAMEZ, phoneNumber=667736124769, active=1, createDate=2006-02-14]
Customer [customerId=392, firstName=SEAN, lastName=DOUGLASS, phoneNumber=47808359842, active=1, createDate=2006-02-14]
Customer [customerId=393, firstName=PHILIP, lastName=CAUSEY, phoneNumber=737229003916, active=1, createDate=2006-02-14]
Customer [customerId=394, firstName=CHRIS, lastName=BROTHERS, phoneNumber=537374465982, active=1, createDate=2006-02-14]
Customer [customerId=395, firstName=JOHNNY, lastName=TURPIN, phoneNumber=765957414528, active=1, createDate=2006-02-14]
Customer [customerId=396, firstName=EARL, lastName=SHANKS, phoneNumber=679095087143, active=1, createDate=2006-02-14]
Customer [customerId=397, firstName=JIMMY, lastName=SCHRADER, phoneNumber=604177838256, active=1, createDate=2006-02-14]
Customer [customerId=398, firstName=ANTONIO, lastName=MEEK, phoneNumber=841876514789, active=1, createDate=2006-02-14]
Customer [customerId=399, firstName=DANNY, lastName=ISOM, phoneNumber=280578750435, active=1, createDate=2006-02-14]
Customer [customerId=400, firstName=BRYAN, lastName=HARDISON, phoneNumber=775235029633, active=1, createDate=2006-02-14]
Customer [customerId=401, firstName=TONY, lastName=CARRANZA, phoneNumber=794553031307, active=1, createDate=2006-02-14]
Customer [customerId=402, firstName=LUIS, lastName=YANEZ, phoneNumber=516647474029, active=1, createDate=2006-02-14]
Customer [customerId=403, firstName=MIKE, lastName=WAY, phoneNumber=206169448769, active=1, createDate=2006-02-14]
Customer [customerId=404, firstName=STANLEY, lastName=SCROGGINS, phoneNumber=1483365694, active=1, createDate=2006-02-14]
Customer [customerId=405, firstName=LEONARD, lastName=SCHOFIELD, phoneNumber=779461480495, active=1, createDate=2006-02-14]
Customer [customerId=406, firstName=NATHAN, lastName=RUNYON, phoneNumber=302526949177, active=0, createDate=2006-02-14]
Customer [customerId=407, firstName=DALE, lastName=RATCLIFF, phoneNumber=328494873422, active=1, createDate=2006-02-14]
Customer [customerId=408, firstName=MANUEL, lastName=MURRELL, phoneNumber=359478883004, active=1, createDate=2006-02-14]
Customer [customerId=409, firstName=RODNEY, lastName=MOELLER, phoneNumber=653436985797, active=1, createDate=2006-02-14]
Customer [customerId=410, firstName=CURTIS, lastName=IRBY, phoneNumber=615964523510, active=1, createDate=2006-02-14]
Customer [customerId=411, firstName=NORMAN, lastName=CURRIER, phoneNumber=598912394463, active=1, createDate=2006-02-14]
Customer [customerId=412, firstName=ALLEN, lastName=BUTTERFIELD, phoneNumber=129953030512, active=1, createDate=2006-02-14]
Customer [customerId=413, firstName=MARVIN, lastName=YEE, phoneNumber=480039662421, active=1, createDate=2006-02-14]
Customer [customerId=414, firstName=VINCENT, lastName=RALSTON, phoneNumber=680851640676, active=1, createDate=2006-02-14]
Customer [customerId=415, firstName=GLENN, lastName=PULLEN, phoneNumber=855290087237, active=1, createDate=2006-02-14]
Customer [customerId=416, firstName=JEFFERY, lastName=PINSON, phoneNumber=15273765306, active=1, createDate=2006-02-14]
Customer [customerId=417, firstName=TRAVIS, lastName=ESTEP, phoneNumber=214976066017, active=1, createDate=2006-02-14]
Customer [customerId=418, firstName=JEFF, lastName=EAST, phoneNumber=491271355190, active=1, createDate=2006-02-14]
Customer [customerId=419, firstName=CHAD, lastName=CARBONE, phoneNumber=987306329957, active=1, createDate=2006-02-14]
Customer [customerId=420, firstName=JACOB, lastName=LANCE, phoneNumber=546793516940, active=1, createDate=2006-02-14]
Customer [customerId=421, firstName=LEE, lastName=HAWKS, phoneNumber=270456873752, active=1, createDate=2006-02-14]
Customer [customerId=422, firstName=MELVIN, lastName=ELLINGTON, phoneNumber=368284120423, active=1, createDate=2006-02-14]
Customer [customerId=423, firstName=ALFRED, lastName=CASILLAS, phoneNumber=129673677866, active=1, createDate=2006-02-14]
Customer [customerId=424, firstName=KYLE, lastName=SPURLOCK, phoneNumber=736517327853, active=1, createDate=2006-02-14]
Customer [customerId=425, firstName=FRANCIS, lastName=SIKES, phoneNumber=548003849552, active=1, createDate=2006-02-14]
Customer [customerId=426, firstName=BRADLEY, lastName=MOTLEY, phoneNumber=157133457169, active=1, createDate=2006-02-14]
Customer [customerId=427, firstName=JESUS, lastName=MCCARTNEY, phoneNumber=419009857119, active=1, createDate=2006-02-14]
Customer [customerId=428, firstName=HERBERT, lastName=KRUGER, phoneNumber=307133768620, active=1, createDate=2006-02-14]
Customer [customerId=429, firstName=FREDERICK, lastName=ISBELL, phoneNumber=572068624538, active=1, createDate=2006-02-14]
Customer [customerId=430, firstName=RAY, lastName=HOULE, phoneNumber=497288595103, active=1, createDate=2006-02-14]
Customer [customerId=431, firstName=JOEL, lastName=FRANCISCO, phoneNumber=82619513349, active=1, createDate=2006-02-14]
Customer [customerId=432, firstName=EDWIN, lastName=BURK, phoneNumber=617567598243, active=1, createDate=2006-02-14]
Customer [customerId=433, firstName=DON, lastName=BONE, phoneNumber=342709348083, active=1, createDate=2006-02-14]
Customer [customerId=434, firstName=EDDIE, lastName=TOMLIN, phoneNumber=959834530529, active=1, createDate=2006-02-14]
Customer [customerId=435, firstName=RICKY, lastName=SHELBY, phoneNumber=746251338300, active=1, createDate=2006-02-14]
Customer [customerId=436, firstName=TROY, lastName=QUIGLEY, phoneNumber=145720452260, active=1, createDate=2006-02-14]
Customer [customerId=437, firstName=RANDALL, lastName=NEUMANN, phoneNumber=331888642162, active=1, createDate=2006-02-14]
Customer [customerId=438, firstName=BARRY, lastName=LOVELACE, phoneNumber=689681677428, active=1, createDate=2006-02-14]
Customer [customerId=439, firstName=ALEXANDER, lastName=FENNELL, phoneNumber=575081026569, active=1, createDate=2006-02-14]
Customer [customerId=440, firstName=BERNARD, lastName=COLBY, phoneNumber=82088937724, active=1, createDate=2006-02-14]
Customer [customerId=441, firstName=MARIO, lastName=CHEATHAM, phoneNumber=406784385440, active=1, createDate=2006-02-14]
Customer [customerId=442, firstName=LEROY, lastName=BUSTAMANTE, phoneNumber=240776414296, active=1, createDate=2006-02-14]
Customer [customerId=443, firstName=FRANCISCO, lastName=SKIDMORE, phoneNumber=876491807547, active=1, createDate=2006-02-14]
Customer [customerId=444, firstName=MARCUS, lastName=HIDALGO, phoneNumber=237368926031, active=1, createDate=2006-02-14]
Customer [customerId=445, firstName=MICHEAL, lastName=FORMAN, phoneNumber=411549550611, active=1, createDate=2006-02-14]
Customer [customerId=446, firstName=THEODORE, lastName=CULP, phoneNumber=39463554936, active=0, createDate=2006-02-14]
Customer [customerId=447, firstName=CLIFFORD, lastName=BOWENS, phoneNumber=782900030287, active=1, createDate=2006-02-14]
Customer [customerId=448, firstName=MIGUEL, lastName=BETANCOURT, phoneNumber=72524459905, active=1, createDate=2006-02-14]
Customer [customerId=449, firstName=OSCAR, lastName=AQUINO, phoneNumber=474047727727, active=1, createDate=2006-02-14]
Customer [customerId=450, firstName=JAY, lastName=ROBB, phoneNumber=834061016202, active=1, createDate=2006-02-14]
Customer [customerId=451, firstName=JIM, lastName=REA, phoneNumber=524567129902, active=1, createDate=2006-02-14]
Customer [customerId=452, firstName=TOM, lastName=MILNER, phoneNumber=985109775584, active=1, createDate=2006-02-14]
Customer [customerId=453, firstName=CALVIN, lastName=MARTEL, phoneNumber=974433019532, active=1, createDate=2006-02-14]
Customer [customerId=454, firstName=ALEX, lastName=GRESHAM, phoneNumber=118011831565, active=1, createDate=2006-02-14]
Customer [customerId=455, firstName=JON, lastName=WILES, phoneNumber=205524798287, active=1, createDate=2006-02-14]
Customer [customerId=456, firstName=RONNIE, lastName=RICKETTS, phoneNumber=670370974122, active=1, createDate=2006-02-14]
Customer [customerId=457, firstName=BILL, lastName=GAVIN, phoneNumber=924663855568, active=1, createDate=2006-02-14]
Customer [customerId=458, firstName=LLOYD, lastName=DOWD, phoneNumber=335052544020, active=1, createDate=2006-02-14]
Customer [customerId=459, firstName=TOMMY, lastName=COLLAZO, phoneNumber=762361821578, active=1, createDate=2006-02-14]
Customer [customerId=460, firstName=LEON, lastName=BOSTIC, phoneNumber=366776723320, active=1, createDate=2006-02-14]
Customer [customerId=461, firstName=DEREK, lastName=BLAKELY, phoneNumber=325526730021, active=1, createDate=2006-02-14]
Customer [customerId=462, firstName=WARREN, lastName=SHERROD, phoneNumber=209342540247, active=1, createDate=2006-02-14]
Customer [customerId=463, firstName=DARRELL, lastName=POWER, phoneNumber=164414772677, active=1, createDate=2006-02-14]
Customer [customerId=464, firstName=JEROME, lastName=KENYON, phoneNumber=928809465153, active=1, createDate=2006-02-14]
Customer [customerId=465, firstName=FLOYD, lastName=GANDY, phoneNumber=49084281333, active=1, createDate=2006-02-14]
Customer [customerId=466, firstName=LEO, lastName=EBERT, phoneNumber=268053970382, active=1, createDate=2006-02-14]
Customer [customerId=467, firstName=ALVIN, lastName=DELOACH, phoneNumber=769370126331, active=1, createDate=2006-02-14]
Customer [customerId=468, firstName=TIM, lastName=CARY, phoneNumber=195337700615, active=1, createDate=2006-02-14]
Customer [customerId=469, firstName=WESLEY, lastName=BULL, phoneNumber=622884741180, active=1, createDate=2006-02-14]
Customer [customerId=470, firstName=GORDON, lastName=ALLARD, phoneNumber=562370137426, active=1, createDate=2006-02-14]
Customer [customerId=471, firstName=DEAN, lastName=SAUER, phoneNumber=248446668735, active=1, createDate=2006-02-14]
Customer [customerId=472, firstName=GREG, lastName=ROBINS, phoneNumber=206060652238, active=1, createDate=2006-02-14]
Customer [customerId=473, firstName=JORGE, lastName=OLIVARES, phoneNumber=932992626595, active=1, createDate=2006-02-14]
Customer [customerId=474, firstName=DUSTIN, lastName=GILLETTE, phoneNumber=131912793873, active=1, createDate=2006-02-14]
Customer [customerId=475, firstName=PEDRO, lastName=CHESTNUT, phoneNumber=726875628268, active=1, createDate=2006-02-14]
Customer [customerId=476, firstName=DERRICK, lastName=BOURQUE, phoneNumber=856872225376, active=1, createDate=2006-02-14]
Customer [customerId=477, firstName=DAN, lastName=PAINE, phoneNumber=553452430707, active=1, createDate=2006-02-14]
Customer [customerId=478, firstName=LEWIS, lastName=LYMAN, phoneNumber=667648979883, active=1, createDate=2006-02-14]
Customer [customerId=479, firstName=ZACHARY, lastName=HITE, phoneNumber=191958435142, active=1, createDate=2006-02-14]
Customer [customerId=480, firstName=COREY, lastName=HAUSER, phoneNumber=435118527255, active=1, createDate=2006-02-14]
Customer [customerId=481, firstName=HERMAN, lastName=DEVORE, phoneNumber=510383179153, active=1, createDate=2006-02-14]
Customer [customerId=482, firstName=MAURICE, lastName=CRAWLEY, phoneNumber=684529463244, active=0, createDate=2006-02-14]
